station,ax,ay,az,bx,by,bz
4.300000000000000000e+01,4.457138959998141559e+01,1.375664344519688065e+01,1.197468354430379733e+01,4.932603817460083917e+01,3.172225047578166368e+01,1.797468354430379733e+01
4.400000000000000000e+01,4.462852977586465641e+01,1.411532053474934223e+01,1.225316455696202489e+01,4.903474089401211700e+01,3.246419009592798943e+01,1.825316455696202667e+01
4.500000000000000000e+01,4.467307303740626878e+01,1.447229722951273168e+01,1.253164556962025422e+01,4.872393688774234022e+01,3.319820044381249602e+01,1.853164556962025245e+01
4.600000000000000000e+01,4.470506855906301524e+01,1.482734777537993409e+01,1.281012658227848178e+01,4.839386466993187952e+01,3.392378264786484721e+01,1.881012658227848178e+01
4.700000000000000000e+01,4.472456851808825462e+01,1.518024718369494863e+01,1.308860759493670756e+01,4.804477402972753453e+01,3.464044385813795657e+01,1.908860759493670756e+01
4.800000000000000000e+01,4.473162808508700294e+01,1.553077126538185304e+01,1.336708860759493689e+01,4.767692589857738028e+01,3.534769747701515996e+01,1.936708860759493689e+01
4.900000000000000000e+01,4.472630541421883521e+01,1.587869666497096510e+01,1.364556962025316444e+01,4.729059221313446670e+01,3.604506338725208536e+01,1.964556962025316267e+01
5.000000000000000000e+01,4.470866163304955165e+01,1.622380089451885610e+01,1.392405063291139378e+01,4.688605577381927247e+01,3.673206817727409401e+01,1.992405063291139555e+01
5.100000000000000000e+01,4.467876083205256776e+01,1.656586236741869200e+01,1.420253164556961956e+01,4.646361009909278295e+01,3.740824536365067132e+01,2.020253164556962133e+01
5.200000000000000000e+01,4.463667005376126440e+01,1.690466043209766767e+01,1.448101265822784711e+01,4.602355927549270831e+01,3.807313561066959551e+01,2.048101265822784711e+01
5.300000000000000000e+01,4.458245928157343485e+01,1.723997540559800612e+01,1.475949367088607644e+01,4.556621780348737616e+01,3.872628694693430873e+01,2.075949367088607644e+01
5.400000000000000000e+01,4.451620142820880943e+01,1.757158860703825809e+01,1.503797468354430400e+01,4.509191043920266395e+01,3.936725497890881087e+01,2.103797468354430578e+01
5.500000000000000000e+01,4.443797232382108575e+01,1.789928239095151952e+01,1.531645569620252978e+01,4.460097203207894978e+01,3.999560310133595209e+01,2.131645569620253156e+01
5.600000000000000000e+01,4.434785070376550209e+01,1.822284018049722576e+01,1.559493670886075911e+01,4.409374735851605465e+01,4.061090270445522066e+01,2.159493670886075734e+01
5.700000000000000000e+01,4.424591819602323994e+01,1.854204650054312253e+01,1.587341772151898667e+01,4.357059095156588313e+01,4.121273337794769276e+01,2.187341772151898667e+01
5.800000000000000000e+01,4.413225930828411947e+01,1.885668701061423036e+01,1.615189873417721600e+01,4.303186692673317282e+01,4.180068311153682714e+01,2.215189873417721600e+01
5.900000000000000000e+01,4.400696141468854705e+01,1.916654853770535993e+01,1.643037974683544178e+01,4.247794880394642547e+01,4.237434849217461164e+01,2.243037974683544178e+01
6.000000000000000000e+01,4.387011474223045582e+01,1.947141910895396677e+01,1.670886075949367111e+01,4.190921932576213038e+01,4.293333489774391865e+01,2.270886075949367111e+01
6.100000000000000000e+01,4.372181235682225520e+01,1.977108798416998781e+01,1.698734177215190044e+01,4.132607027186666215e+01,4.347725668720880066e+01,2.298734177215190044e+01
6.200000000000000000e+01,4.356215014902349481e+01,2.006534568821948028e+01,1.726582278481012622e+01,4.072890226994127261e+01,4.400573738714594185e+01,2.326582278481012622e+01
6.300000000000000000e+01,4.339122681943445770e+01,2.035398404325871624e+01,1.754430379746835555e+01,4.011812460295696781e+01,4.451840987459131327e+01,2.354430379746835555e+01
6.400000000000000000e+01,4.320914386375628169e+01,2.063679620081554944e+01,1.782278481012658133e+01,3.949415501296712705e+01,4.501491655613726550e+01,2.382278481012658133e+01
6.500000000000000000e+01,4.301600555751901567e+01,2.091357667371477547e+01,1.810126582278481067e+01,3.885741950146668700e+01,4.549490954321686331e+01,2.410126582278481067e+01
6.600000000000000000e+01,4.281191894047922375e+01,2.118412136784432676e+01,1.837974683544303645e+01,3.820835212638806411e+01,4.595805082351308357e+01,2.437974683544303645e+01
6.700000000000000000e+01,4.259699380068857977e+01,2.144822761375901976e+01,1.865822784810126578e+01,3.754739479580495498e+01,4.640401242843168461e+01,2.465822784810126578e+01
6.800000000000000000e+01,4.237134265823516444e+01,2.170569419811875989e+01,1.893670886075949511e+01,3.687499705841615594e+01,4.683247659657840245e+01,2.493670886075949511e+01
6.900000000000000000e+01,4.213508074865899289e+01,2.195632139495793922e+01,1.921518987341772089e+01,3.619161589088267306e+01,4.724313593318162674e+01,2.521518987341772089e+01
7.000000000000000000e+01,4.188832600604337131e+01,2.219991099678292912e+01,1.949367088607594667e+01,3.549771548209236727e+01,4.763569356540351407e+01,2.549367088607594667e+01
7.100000000000000000e+01,4.163119904578395847e+01,2.243626634549452348e+01,1.977215189873417600e+01,3.479376701442748043e+01,4.800986329348364734e+01,2.577215189873417600e+01
7.200000000000000000e+01,4.136382314703696039e+01,2.266519236313213526e+01,2.005063291139240533e+01,3.408024844211112736e+01,4.836536973766056491e+01,2.605063291139240533e+01
7.300000000000000000e+01,4.108632423484840501e+01,2.288649558243675131e+01,2.032911392405063467e+01,3.335764426671001814e+01,4.870194848081821704e+01,2.632911392405063467e+01
7.400000000000000000e+01,4.079883086196613107e+01,2.309998417722941255e+01,2.060759493670886044e+01,3.262644530987152081e+01,4.901934620680492571e+01,2.660759493670886044e+01
7.500000000000000000e+01,4.050147419033635998e+01,2.330546799260228497e+01,2.088607594936708622e+01,3.188714848337409435e+01,4.931732083437507441e+01,2.688607594936708622e+01
7.600000000000000000e+01,4.019438797228657734e+01,2.350275857491913456e+01,2.116455696202531556e+01,3.114025655657085778e+01,4.959564164670365471e+01,2.716455696202531556e+01
7.700000000000000000e+01,3.987770853139667793e+01,2.369166920162218659e+01,2.144303797468354489e+01,3.038627792130730398e+01,4.985408941642649694e+01,2.744303797468354489e+01
7.800000000000000000e+01,3.955157474306015786e+01,2.387201491084245220e+01,2.172151898734177067e+01,2.962572635439448732e+01,5.009245652615965128e+01,2.772151898734177067e+01
7.900000000000000000e+01,3.921612801473726506e+01,2.404361253081032501e+01,2.200000000000000000e+01,2.885912077772016460e+01,5.031054708445298473e+01,2.800000000000000000e+01
