station,ax,ay,az,bx,by,bz
3.600000000000000000e+01,2.540935137407279143e+01,5.510432174421995732e+00,1.220338983050847581e+01,4.427403656274361055e+01,1.854210577148243644e+01,2.020338983050847759e+01
3.700000000000000000e+01,2.537621547197279170e+01,5.661067772073450577e+00,1.254237288135593253e+01,4.406707644567593007e+01,1.902873546852112696e+01,2.054237288135593076e+01
3.800000000000000000e+01,2.534218655715255863e+01,5.811504151463374512e+00,1.288135593220338926e+01,4.385476782200521484e+01,1.951305561100095787e+01,2.088135593220339103e+01
3.900000000000000000e+01,2.530726582712138750e+01,5.961736018595091835e+00,1.322033898305084776e+01,4.363713646004121927e+01,1.999500741604617104e+01,2.122033898305084776e+01
4.000000000000000000e+01,2.527145451077237226e+01,6.111758086668900525e+00,1.355932203389830448e+01,4.341420877412476642e+01,2.047453238823069910e+01,2.155932203389830448e+01
4.100000000000000000e+01,2.523475386833918321e+01,6.261565076268127861e+00,1.389830508474576298e+01,4.318601182142180761e+01,2.095157232667791192e+01,2.189830508474576476e+01
4.200000000000000000e+01,2.519716519135169364e+01,6.411151715544910701e+00,1.423728813559321971e+01,4.295257329863942175e+01,2.142606933212453413e+01,2.223728813559321793e+01
4.300000000000000000e+01,2.515868980259055832e+01,6.560512740405719079e+00,1.457627118644067643e+01,4.271392153866423058e+01,2.189796581394801578e+01,2.257627118644067821e+01
4.400000000000000000e+01,2.511932905604063393e+01,6.709642894696608018e+00,1.491525423728813493e+01,4.247008550712355657e+01,2.236720449715640058e+01,2.291525423728813493e+01
4.500000000000000000e+01,2.507908433684335137e+01,6.858536930388180686e+00,1.525423728813559165e+01,4.222109479886985639e+01,2.283372842933989233e+01,2.325423728813559165e+01
4.600000000000000000e+01,2.503795706124795828e+01,7.007189607760277106e+00,1.559322033898305193e+01,4.196697963438866452e+01,2.329748098758334152e+01,2.359322033898305193e+01
4.700000000000000000e+01,2.499594867656168873e+01,7.155595695586358218e+00,1.593220338983050866e+01,4.170777085613074320e+01,2.375840588533857556e+01,2.393220338983050866e+01
4.800000000000000000e+01,2.495306066109883147e+01,7.303749971317603062e+00,1.627118644067796538e+01,4.144349992476865197e+01,2.421644717925610735e+01,2.427118644067796538e+01
4.900000000000000000e+01,2.490929452412870759e+01,7.451647221266693322e+00,1.661016949152542566e+01,4.117419891537825549e+01,2.467154927597502478e+01,2.461016949152542566e+01
5.000000000000000000e+01,2.486465180582253964e+01,7.599282240791290555e+00,1.694915254237287883e+01,4.089990051354580913e+01,2.512365693887048934e+01,2.494915254237287883e+01
5.100000000000000000e+01,2.481913407719927989e+01,7.746649834477186580e+00,1.728813559322033910e+01,4.062063801140074304e+01,2.557271529475791283e+01,2.528813559322033910e+01
5.200000000000000000e+01,2.477274294007030875e+01,7.893744816321137669e+00,1.762711864406779583e+01,4.033644530357499747e+01,2.601866984055300236e+01,2.562711864406779583e+01
5.300000000000000000e+01,2.472548002698305325e+01,8.040562009913369224e+00,1.796610169491525610e+01,4.004735688308914376e+01,2.646146644988694163e+01,2.596610169491525610e+01
5.400000000000000000e+01,2.467734700116357160e+01,8.187096248619731398e+00,1.830508474576271283e+01,3.975340783716590209e+01,2.690105137967578486e+01,2.630508474576271283e+01
5.500000000000000000e+01,2.462834555645799028e+01,8.333342375763518106e+00,1.864406779661016955e+01,3.945463384297154619e+01,2.733737127664333855e+01,2.664406779661016955e+01
5.600000000000000000e+01,2.457847741727290369e+01,8.479295244806952070e+00,1.898305084745762628e+01,3.915107116328565695e+01,2.777037318379683484e+01,2.698305084745762628e+01
5.700000000000000000e+01,2.452774433851470803e+01,8.624949719532263970e+00,1.932203389830508300e+01,3.884275664209989998e+01,2.820000454685431635e+01,2.732203389830508300e+01
5.800000000000000000e+01,2.447614810552781606e+01,8.770300674222468729e+00,1.966101694915254328e+01,3.852972770014614667e+01,2.862621322062334883e+01,2.766101694915254328e+01
5.900000000000000000e+01,2.442369053403185220e+01,8.915342993841735009e+00,2.000000000000000000e+01,3.821202233035468510e+01,2.904894747532989285e+01,2.800000000000000000e+01
